DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2011/01/12 09:36:33.85,36.76367,-121.47066,6.466,2.36,Md,70,35,2,0.15,NCSN,71508930
2011/01/12 09:38:42.50,36.78233,-121.49050,6.761,0.59,Md,20,68,3,0.10,NCSN,71508935
2011/01/12 09:38:59.02,36.76800,-121.47650,6.506,1.21,Md,41,37,2,0.18,NCSN,71508940
2011/01/12 10:21:58.75,36.75667,-121.46484,6.506,1.20,Md,37,31,2,0.18,NCSN,71508950
2011/01/12 10:26:25.59,36.77617,-121.50233,6.801,0.49,Md,25,90,3,0.23,NCSN,71508955
2011/01/12 10:28:49.47,36.78117,-121.49416,5.971,0.73,Md,23,68,3,0.16,NCSN,71508960
2011/01/12 10:59:10.62,36.78017,-121.50050,7.061,1.87,Md,68,35,3,0.16,NCSN,71508965
2011/01/12 11:36:35.41,38.75467,-122.71550,1.044,1.13,Md,34,51,2,0.05,NCSN,71508970
2011/01/12 11:53:29.60,38.82667,-122.86716,1.745,0.92,Md,18,77,1,0.05,NCSN,71508975
2011/01/12 11:54:04.58,36.77967,-121.49333,6.201,0.72,Md,24,69,3,0.18,NCSN,71508980
2011/01/12 11:55:27.89,35.89133,-121.28767,4.472,0.57,Md,4,149,7,0.02,NCSN,71508985
2011/01/12 12:14:52.79,38.83633,-122.80883,1.409,0.43,Md,9,91,1,0.04,NCSN,71508990
2011/01/12 13:28:23.26,38.77900,-122.72650,2.109,0.48,Md,9,92,1,0.06,NCSN,71508995
2011/01/12 13:44:37.83,36.77283,-121.47950,6.266,1.98,Md,62,34,2,0.10,NCSN,71509000
2011/01/12 13:46:18.84,37.29984,-121.67316,6.277,1.06,Md,19,72,5,0.04,NCSN,71509005
2011/01/12 14:09:28.35,36.76700,-121.48283,5.316,1.54,Md,47,35,2,0.18,NCSN,71509010
2011/01/12 14:12:31.95,38.76650,-122.71917,0.884,0.52,Md,10,76,2,0.07,NCSN,71509015
2011/01/12 14:23:37.52,37.66017,-118.84317,2.283,0.32,Md,11,100,3,0.02,NCSN,71509020
2011/01/12 14:33:21.73,36.75700,-121.47183,5.283,0.62,Md,11,133,1,0.17,NCSN,71509025
2011/01/12 14:38:38.97,36.77350,-121.49033,5.896,0.62,Md,21,81,2,0.20,NCSN,71509030
2011/01/12 14:57:09.70,38.77733,-122.70883,3.835,0.46,Md,6,161,1,0.03,NCSN,71509035
2011/01/12 15:22:13.16,38.82333,-122.79500,2.621,0.48,Md,12,51,1,0.05,NCSN,71509040
2011/01/12 16:02:16.66,38.82050,-122.79500,2.670,1.47,Md,45,44,1,0.07,NCSN,71509045
2011/01/12 16:13:21.61,36.77617,-121.47767,6.486,0.52,Md,19,75,3,0.19,NCSN,71509050
2011/01/12 16:13:44.39,38.80933,-122.79950,1.219,0.89,Md,7,180,5,0.05,NCSN,71509055
2011/01/12 16:22:57.45,38.81183,-122.82283,2.015,0.17,Md,14,139,1,0.04,NCSN,71509060
2011/01/12 16:25:53.44,38.76800,-122.69566,5.927,0.47,Md,4,172,1,0.02,NCSN,71509065
2011/01/12 16:29:26.29,38.82567,-122.87233,1.752,0.55,Md,11,84,2,0.04,NCSN,71509070
2011/01/12 16:32:53.32,38.82017,-122.79366,2.480,2.04,Md,64,43,1,0.07,NCSN,71509075
2011/01/12 16:42:27.72,38.82450,-122.87267,1.385,0.44,Md,5,142,2,0.04,NCSN,71509085
2011/01/12 17:00:02.37,38.80450,-122.79166,1.136,0.88,Md,19,57,0,0.04,NCSN,71509090
2011/01/12 17:14:20.02,36.00350,-120.57100,3.062,1.16,Md,36,94,3,0.11,NCSN,71509095
2011/01/12 17:35:05.17,38.81816,-122.79100,1.935,0.51,Md,7,97,1,0.01,NCSN,71509110
2011/01/12 17:44:19.49,38.81933,-122.79600,2.845,0.55,Md,9,100,1,0.06,NCSN,71509115
2011/01/12 18:09:41.20,38.77600,-122.71317,1.847,1.48,Md,43,50,0,0.07,NCSN,71509120
2011/01/12 18:14:09.15,38.80967,-122.82917,2.432,0.43,Md,9,74,0,0.05,NCSN,71509130
2011/01/12 18:24:09.06,36.75967,-121.39200,6.959,0.62,Md,16,93,3,0.24,NCSN,71509135
2011/01/12 18:24:20.36,35.97867,-120.28850,15.594,1.26,Md,6,242,13,0.01,NCSN,71047139
2011/01/12 18:28:25.76,38.81400,-122.80917,3.217,0.65,Md,8,133,1,0.02,NCSN,71509140
2011/01/12 18:32:36.48,38.80983,-122.79200,2.731,0.50,Md,7,147,0,0.04,NCSN,71509145
2011/01/12 18:40:52.63,38.76183,-122.74500,-0.005,0.49,Md,6,115,1,0.04,NCSN,71509155
2011/01/12 18:56:05.51,38.79650,-122.83617,0.890,0.57,Md,4,251,4,0.08,NCSN,71509160
2011/01/12 20:11:38.19,36.77967,-121.50450,6.990,0.94,Md,28,48,3,0.19,NCSN,71509165
2011/01/12 20:18:50.96,38.83767,-122.82883,1.799,0.43,Md,9,119,2,0.03,NCSN,71509175
2011/01/12 20:38:41.47,36.54567,-121.13350,7.481,0.80,Md,13,80,6,0.06,NCSN,71509180
2011/01/12 20:57:57.91,37.30150,-118.33100,3.976,0.71,Md,6,236,8,0.02,NCSN,71509185
2011/01/12 21:36:19.18,38.84533,-122.82567,1.599,1.04,Md,44,47,1,0.05,NCSN,71509195
2011/01/12 22:35:31.41,36.76700,-121.40417,5.919,1.23,Md,30,58,3,0.15,NCSN,71509210
2011/01/12 22:46:30.92,35.66800,-121.04000,5.379,0.68,Md,13,88,4,0.08,NCSN,71509215
2011/01/12 23:19:40.67,35.60817,-120.93150,5.413,1.34,Md,49,66,6,0.15,NCSN,71509220
2011/01/12 23:22:57.75,38.75867,-122.73183,1.552,0.46,Md,9,65,1,0.05,NCSN,71509225
2011/01/13 00:16:58.37,36.63567,-121.24817,7.978,1.18,Md,25,87,4,0.11,NCSN,71509235
2011/01/13 00:27:10.29,36.77050,-121.48867,4.982,1.32,Md,37,56,3,0.17,NCSN,71509240
2011/01/13 00:38:22.19,38.81617,-122.79850,1.828,0.95,Md,11,90,3,0.03,NCSN,71509245
2011/01/13 00:46:59.57,36.70300,-121.34116,9.541,0.85,Md,19,93,8,0.06,NCSN,71509250
2011/01/13 01:01:39.01,38.80833,-122.81734,4.017,0.55,Md,5,183,1,0.02,NCSN,71509260
2011/01/13 01:02:35.63,36.68367,-121.30417,2.339,1.04,Md,18,89,3,0.07,NCSN,71509265
2011/01/13 02:24:18.68,38.75533,-122.72350,0.674,1.82,Md,68,27,2,0.09,NCSN,71509275
2011/01/13 02:26:17.51,38.74517,-122.71883,-0.752,0.83,Md,8,162,1,0.10,NCSN,71509280
2011/01/13 02:49:20.61,36.76083,-121.47633,5.732,1.65,Md,48,33,2,0.20,NCSN,71509285
2011/01/13 02:52:44.38,36.76200,-121.47433,5.672,2.05,Md,68,32,2,0.16,NCSN,71509290
2011/01/13 03:05:00.33,36.00300,-120.57417,2.869,0.56,Md,9,126,3,0.07,NCSN,71509295
2011/01/13 03:20:00.77,38.79333,-122.83334,2.755,0.52,Md,8,176,2,0.04,NCSN,71509300
2011/01/13 03:29:25.08,36.80367,-121.53717,7.043,2.67,Md,79,26,3,0.14,NCSN,71509305
2011/01/13 03:30:33.41,36.79984,-121.53467,6.063,1.57,Md,51,34,4,0.16,NCSN,71509310
2011/01/13 03:31:57.70,36.80300,-121.53600,6.473,2.05,Md,64,25,3,0.12,NCSN,71509315
2011/01/13 03:45:27.12,35.60567,-120.93183,5.519,2.64,Md,81,58,7,0.13,NCSN,71509320
2011/01/13 03:51:27.43,38.81433,-122.81817,2.288,0.76,Md,12,83,1,0.03,NCSN,71509325
2011/01/13 03:54:34.98,36.80183,-121.54050,7.333,3.68,Mw,99,28,3,0.17,NCSN,71509330
2011/01/13 03:56:22.90,38.81483,-122.81467,2.682,0.45,Md,7,128,1,0.05,NCSN,71509335
2011/01/13 03:58:41.61,38.81384,-122.82100,2.260,0.43,Md,10,81,1,0.05,NCSN,71509340
2011/01/13 03:59:19.30,36.80100,-121.53516,6.213,1.28,Md,46,34,4,0.19,NCSN,71509350
2011/01/13 04:00:35.89,36.80283,-121.54166,7.173,3.92,Mw,119,30,3,0.18,NCSN,71509345
2011/01/13 04:17:26.03,36.76233,-121.47833,5.592,2.28,Md,82,33,2,0.19,NCSN,71509355
2011/01/13 04:44:51.30,38.81567,-122.81817,1.841,0.69,Md,7,144,1,0.02,NCSN,71509360
2011/01/13 04:51:10.85,38.77917,-122.79266,3.797,0.45,Md,9,124,1,0.04,NCSN,71509365
2011/01/13 04:51:47.50,37.06816,-121.78300,3.158,1.38,Md,34,41,3,0.07,NCSN,71509370
2011/01/13 05:17:17.60,38.82217,-122.82867,1.459,0.40,Md,16,54,1,0.04,NCSN,71509380
2011/01/13 05:25:33.27,38.78467,-122.77400,3.282,0.49,Md,11,125,2,0.05,NCSN,71509385
2011/01/13 05:35:16.72,36.79984,-121.53967,6.073,1.28,Md,43,33,3,0.19,NCSN,71509390
2011/01/13 05:42:14.58,36.80250,-121.53633,5.793,1.72,Md,56,26,3,0.13,NCSN,71509395
2011/01/13 05:59:28.57,37.51367,-118.82034,-0.065,0.20,Md,9,215,9,0.12,NCSN,71509400
2011/01/13 06:21:17.16,40.52967,-121.67400,18.488,0.86,Md,11,151,8,0.59,NCSN,71510040
2011/01/13 06:32:29.57,38.81083,-122.78600,0.050,0.87,Md,13,61,1,0.03,NCSN,71509410
2011/01/13 06:44:45.60,38.81983,-122.82567,2.131,1.38,Md,43,41,1,0.06,NCSN,71509415
2011/01/13 06:52:10.32,36.77100,-121.48817,5.040,0.68,Md,25,55,2,0.20,NCSN,71509420
2011/01/13 07:00:49.26,38.82267,-122.82667,0.889,1.04,Md,38,44,1,0.06,NCSN,71509425
2011/01/13 07:20:47.53,37.33283,-122.21917,7.663,0.54,Md,11,131,2,0.09,NCSN,71509430
2011/01/13 07:35:50.13,38.82717,-122.78333,0.750,0.45,Md,6,89,2,0.01,NCSN,71509435
2011/01/13 07:44:51.17,39.49983,-120.35017,-0.403,1.99,Md,15,102,12,0.06,NCSN,71509440
2011/01/13 07:57:33.66,38.83433,-122.80683,1.664,0.17,Md,19,52,1,0.04,NCSN,71509445
2011/01/13 08:44:30.64,38.80950,-122.81750,2.750,0.38,Md,11,104,1,0.05,NCSN,71509450
2011/01/13 09:15:33.51,36.76733,-121.46550,6.016,0.91,Md,20,56,2,0.14,NCSN,71509455
2011/01/13 10:12:50.07,39.36183,-123.27000,2.554,2.37,Md,43,91,18,0.07,NCSN,71509460
2011/01/13 10:22:35.12,38.78950,-122.74850,1.105,0.29,Md,10,92,1,0.04,NCSN,71509465
2011/01/13 10:42:39.51,38.39567,-122.22366,7.330,1.20,Md,13,95,5,0.04,NCSN,71509470
2011/01/13 10:45:51.98,36.84417,-121.43317,8.540,0.23,Md,18,79,6,0.25,NCSN,71509475
2011/01/13 11:45:08.59,38.83267,-122.88017,1.800,0.53,Md,8,129,1,0.06,NCSN,71509480
2011/01/13 12:40:42.97,37.40033,-118.44700,6.254,0.38,Md,7,139,4,0.01,NCSN,71509485
2011/01/13 13:02:29.89,38.80833,-122.74350,1.645,0.86,Md,6,106,3,0.01,NCSN,71509490
2011/01/13 13:09:07.86,38.80533,-122.81717,3.460,0.55,Md,9,145,1,0.05,NCSN,71509495
2011/01/13 13:35:34.44,38.78500,-122.77800,1.770,1.54,Md,65,77,1,0.07,NCSN,71509500
2011/01/13 13:38:52.03,36.67100,-120.24300,4.473,1.80,Md,4,309,75,0.09,NCSN,71509505
2011/01/13 13:47:22.93,36.79016,-121.48400,9.253,0.54,Md,11,170,4,0.08,NCSN,71509510
2011/01/13 13:52:40.05,38.80650,-122.79283,0.402,0.89,Md,8,111,0,0.02,NCSN,71509515
2011/01/13 14:23:56.72,37.54167,-118.82417,7.313,0.24,Md,9,261,5,0.03,NCSN,71509520
2011/01/13 14:36:40.29,39.39250,-122.90283,11.052,2.12,Md,31,37,30,0.11,NCSN,71509525
2011/01/13 14:38:47.53,39.39250,-122.90366,10.532,2.09,Md,28,38,30,0.08,NCSN,71509530
2011/01/13 14:43:11.05,38.18933,-122.27033,12.774,1.07,Md,11,99,8,0.04,NCSN,71509535
2011/01/13 15:09:08.46,38.81950,-122.79884,2.577,0.95,Md,13,83,1,0.04,NCSN,71509540
2011/01/13 15:09:47.86,38.82067,-122.79784,1.599,0.96,Md,15,75,1,0.05,NCSN,71509545
2011/01/13 15:28:08.37,38.82117,-122.83434,4.892,0.53,Md,6,121,0,0.06,NCSN,71509550
2011/01/13 15:30:14.31,38.80300,-122.82716,1.320,0.35,Md,8,137,1,0.04,NCSN,71509555
2011/01/13 15:37:14.43,36.78300,-121.50367,4.327,0.42,Md,17,64,3,0.23,NCSN,71509560
2011/01/13 16:02:43.85,38.79533,-122.76234,-0.849,0.99,Md,27,59,2,0.04,NCSN,71509565
2011/01/13 16:17:51.18,38.81450,-122.82350,2.240,0.35,Md,13,70,1,0.06,NCSN,71509570
2011/01/13 16:58:13.27,38.82217,-122.80033,2.999,1.61,Md,42,51,1,0.05,NCSN,71509595
2011/01/13 18:12:29.77,38.83650,-122.79833,1.414,0.69,Md,6,126,1,0.02,NCSN,71509610
2011/01/13 19:04:29.04,38.81200,-122.79250,2.576,0.87,Md,13,61,0,0.05,NCSN,71509615
2011/01/13 19:08:55.12,38.82033,-122.79300,1.279,0.39,Md,8,103,3,0.07,NCSN,71509620
2011/01/13 19:09:59.02,36.57633,-121.10550,10.431,0.81,Md,12,79,6,0.03,NCSN,71509625
2011/01/13 19:49:39.93,38.81233,-122.83317,1.285,0.07,Md,4,112,1,0.00,NCSN,71509630
2011/01/13 19:52:42.17,36.76783,-121.46933,5.552,0.92,Md,20,54,2,0.15,NCSN,71509635
2011/01/13 21:47:42.22,36.77717,-121.49850,4.967,1.65,Md,44,36,4,0.14,NCSN,71509650
2011/01/13 22:18:16.70,38.78583,-122.77300,0.580,0.90,Md,37,77,2,0.07,NCSN,71509660
2011/01/13 23:43:38.95,38.83700,-122.80850,-0.873,0.46,Md,8,78,2,0.04,NCSN,71509670
2011/01/13 23:59:02.24,38.81400,-122.82833,2.552,0.89,Md,15,58,1,0.05,NCSN,71509675
2011/01/14 00:15:19.85,38.81283,-122.79350,2.586,0.26,Md,25,60,1,0.05,NCSN,71509685
2011/01/14 00:15:45.94,38.78483,-122.74350,1.255,1.99,Md,71,42,1,0.07,NCSN,71509680
2011/01/14 00:22:52.33,36.76117,-121.48067,5.313,1.63,Md,49,36,2,0.17,NCSN,71509690
2011/01/14 00:26:44.85,38.81567,-122.82017,1.790,0.43,Md,6,115,1,0.01,NCSN,71509695
2011/01/14 00:27:34.35,36.88633,-121.60934,2.435,1.11,Md,20,66,2,0.14,NCSN,71509700
2011/01/14 00:34:18.95,38.81217,-122.81250,2.943,0.89,Md,14,92,1,0.03,NCSN,71509705
2011/01/14 00:45:00.62,38.83950,-122.82800,1.192,0.18,Md,8,79,1,0.03,NCSN,71509710
2011/01/14 00:57:19.98,38.84367,-122.82784,1.889,1.53,Md,61,57,1,0.06,NCSN,71509715
2011/01/14 01:50:34.71,36.76317,-121.39917,6.360,1.05,Md,22,84,2,0.06,NCSN,71509720
2011/01/14 02:23:54.87,38.77300,-122.75816,-0.745,0.28,Md,4,169,2,0.02,NCSN,71509725
2011/01/14 02:29:34.03,38.78450,-122.78083,2.202,0.53,Md,13,118,1,0.05,NCSN,71509730
2011/01/14 02:34:16.68,38.82333,-122.75050,0.862,0.72,Md,8,66,4,0.03,NCSN,71509735
2011/01/14 02:56:36.75,38.81283,-122.73800,0.575,0.48,Md,6,124,3,0.02,NCSN,71509740
2011/01/14 03:05:34.27,36.57283,-121.16950,7.471,1.11,Md,18,62,2,0.07,NCSN,71509745
2011/01/14 03:12:01.56,37.46733,-118.84016,4.131,0.50,Md,9,123,11,0.02,NCSN,71509750
2011/01/14 03:12:10.05,38.98633,-118.25050,-2.333,2.21,Md,13,245,85,0.17,NCSN,71509755
2011/01/14 03:25:43.75,35.20517,-118.59350,11.376,2.50,Md,11,203,9,0.05,NCSN,71509760
2011/01/14 03:43:02.15,38.83550,-122.78433,0.989,0.45,Md,9,162,1,0.04,NCSN,71509765
2011/01/14 04:42:29.83,37.56850,-119.39983,1.042,1.12,Md,13,179,29,0.05,NCSN,71510020
2011/01/14 04:47:29.35,38.83833,-122.83100,1.915,0.84,Md,12,71,0,0.04,NCSN,71509775
2011/01/14 04:52:01.56,36.57183,-121.16967,6.443,0.75,Md,9,101,2,0.03,NCSN,71509780
2011/01/14 05:27:28.83,38.75467,-122.69817,2.232,0.51,Md,17,78,1,0.09,NCSN,71509785
2011/01/14 05:37:26.92,37.52783,-118.82000,4.123,0.19,Md,16,151,7,0.03,NCSN,71509795
2011/01/14 05:39:43.92,38.82617,-122.83817,1.846,0.43,Md,5,161,0,0.02,NCSN,71509790
2011/01/14 05:41:57.31,38.83000,-122.80200,1.273,0.88,Md,11,95,1,0.02,NCSN,71509800
2011/01/14 06:55:58.26,38.81500,-122.79317,2.510,1.91,Md,61,32,1,0.07,NCSN,71509805
2011/01/14 07:08:29.23,35.73567,-121.09717,5.275,1.00,Md,12,45,5,0.09,NCSN,71509810
2011/01/14 07:33:53.13,36.76433,-121.46300,5.536,1.27,Md,42,34,1,0.14,NCSN,71509815
2011/01/14 07:34:59.87,38.78500,-122.77650,-0.830,0.80,Md,9,112,1,0.09,NCSN,71509820
2011/01/14 08:06:04.04,38.83533,-122.78584,1.356,0.88,Md,10,142,2,0.04,NCSN,71509825
2011/01/14 09:03:57.18,35.67233,-121.03433,5.609,0.65,Md,15,61,4,0.06,NCSN,71509830
2011/01/14 09:10:09.03,38.79284,-122.80167,3.108,0.76,Md,14,94,1,0.05,NCSN,71509835
2011/01/14 09:56:29.10,36.57750,-121.03550,7.827,2.19,Md,46,102,0,0.09,NCSN,71509840
2011/01/14 10:58:17.15,38.81100,-122.82950,2.132,0.85,Md,12,74,0,0.05,NCSN,71509845
2011/01/14 11:01:48.09,36.47467,-121.06000,4.014,0.85,Md,11,149,4,0.05,NCSN,71509850
2011/01/14 11:13:25.92,37.32917,-118.65383,13.488,0.93,Md,9,241,5,0.01,NCSN,71509860
2011/01/14 11:15:37.86,40.88500,-123.70116,27.064,2.72,Md,22,116,3,0.09,NCSN,71509855
2011/01/14 11:16:53.01,38.81533,-122.81384,2.937,0.55,Md,10,105,1,0.05,NCSN,71509865
2011/01/14 11:41:15.14,36.58267,-121.03350,8.337,2.29,Md,67,70,1,0.15,NCSN,71509870
2011/01/14 11:47:58.19,36.57967,-121.04417,6.977,1.00,Md,14,73,0,0.10,NCSN,71509875
2011/01/14 12:01:41.52,38.80050,-122.79617,1.626,0.52,Md,6,131,1,0.02,NCSN,71509880
2011/01/14 12:02:04.50,38.81633,-122.81384,3.768,0.43,Md,6,98,2,0.05,NCSN,71509885
2011/01/14 12:11:52.63,38.63383,-122.48933,6.192,1.09,Md,13,118,5,0.04,NCSN,71509890
2011/01/14 12:12:47.41,36.64200,-121.16500,8.104,0.87,Md,13,101,6,0.06,NCSN,71509895
2011/01/14 13:03:36.36,38.81633,-122.79583,2.560,0.87,Md,12,62,1,0.03,NCSN,71509900
2011/01/14 13:14:39.74,36.57467,-121.03316,7.497,1.14,Md,16,131,1,0.08,NCSN,71509905
2011/01/14 13:40:00.21,38.77583,-122.73133,2.449,0.46,Md,6,98,1,0.04,NCSN,71509910
2011/01/14 14:33:32.09,38.80967,-122.79183,2.666,1.43,Md,47,34,0,0.06,NCSN,71509915
2011/01/14 14:38:15.98,36.01750,-120.58550,4.472,2.57,Md,76,37,4,0.12,NCSN,71509920
2011/01/14 14:52:58.39,36.80567,-121.52950,6.676,2.07,Md,62,34,3,0.09,NCSN,71509925
2011/01/14 14:56:33.72,38.81083,-122.79250,2.846,1.55,Md,48,33,0,0.07,NCSN,71509930
2011/01/14 14:57:46.30,38.80967,-122.79083,2.396,0.92,Md,17,71,0,0.04,NCSN,71509935
2011/01/14 15:18:11.34,36.01817,-120.58700,3.292,0.94,Md,32,115,5,0.11,NCSN,71509940
2011/01/14 15:26:26.47,36.02283,-120.57716,4.102,0.63,Md,17,132,4,0.08,NCSN,71509945
2011/01/14 15:30:59.26,38.83083,-122.79300,1.843,1.13,Md,40,42,1,0.06,NCSN,71509950
2011/01/14 15:40:42.69,36.78067,-121.47250,7.163,0.42,Md,16,102,3,0.08,NCSN,71509955
2011/01/14 15:44:15.58,38.81100,-122.79533,2.686,0.54,Md,10,71,0,0.04,NCSN,71509960
2011/01/14 16:53:29.65,38.83983,-122.82684,1.006,0.19,Md,6,131,2,0.03,NCSN,71509965
2011/01/14 16:57:10.47,38.83250,-122.81216,0.527,0.38,Md,9,74,1,0.02,NCSN,71509970
2011/01/14 17:00:03.55,37.64500,-119.36900,11.987,1.05,Md,16,146,26,0.14,NCSN,71509975
2011/01/14 17:46:12.15,37.43417,-118.90100,2.571,1.29,Md,27,145,17,0.03,NCSN,71509980
2011/01/14 17:54:07.83,37.63317,-118.93483,0.505,0.34,Md,15,89,3,0.03,NCSN,71509985
2011/01/14 17:55:54.65,37.63283,-118.93433,0.735,0.25,Md,9,90,3,0.01,NCSN,71509990
2011/01/14 17:56:36.70,39.25117,-123.21900,7.767,1.30,Md,14,106,9,0.06,NCSN,71509995
2011/01/14 18:01:27.57,38.81483,-122.80967,1.969,0.55,Md,8,125,1,0.06,NCSN,71510005
2011/01/14 18:01:36.05,37.29417,-121.67516,2.897,2.02,Md,73,56,4,0.06,NCSN,71510000
2011/01/14 18:15:48.11,37.63300,-118.93584,0.535,0.38,Md,14,90,3,0.03,NCSN,71510010
2011/01/14 18:25:40.07,37.43500,-118.90150,2.511,1.14,Md,25,145,17,0.03,NCSN,71510015
2011/01/14 19:31:23.22,38.78433,-122.73550,1.409,0.86,Md,11,97,0,0.07,NCSN,71510025
2011/01/14 19:36:14.93,38.81633,-122.79266,1.960,0.70,Md,16,59,1,0.05,NCSN,71510030
2011/01/14 19:45:15.59,35.56233,-120.88450,10.023,0.77,Md,8,156,4,0.02,NCSN,71510035
2011/01/14 21:46:45.30,37.47100,-121.80917,6.223,1.07,Md,11,94,2,0.02,NCSN,71510050
2011/01/14 22:07:09.40,38.78583,-122.78067,-0.250,0.43,Md,16,136,1,0.06,NCSN,71510055
2011/01/14 22:13:33.09,38.81017,-122.79984,0.928,0.41,Md,5,175,2,0.07,NCSN,71510060
2011/01/14 22:17:18.23,37.50333,-118.83783,10.806,1.29,Md,27,108,10,0.03,NCSN,71510065
2011/01/14 22:21:42.82,37.42650,-118.89750,6.398,0.67,Md,13,258,17,0.02,NCSN,71510070
2011/01/14 23:11:26.88,37.36167,-118.66200,10.308,0.97,Md,10,186,2,0.05,NCSN,71510075
